"GEO_ID","NAME","B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied:","Margin of Error!!Total:!!Owner occupied:","Estimate!!Total:!!Owner occupied:!!No vehicle available","Margin of Error!!Total:!!Owner occupied:!!No vehicle available","Estimate!!Total:!!Owner occupied:!!1 vehicle available","Margin of Error!!Total:!!Owner occupied:!!1 vehicle available","Estimate!!Total:!!Owner occupied:!!2 vehicles available","Margin of Error!!Total:!!Owner occupied:!!2 vehicles available","Estimate!!Total:!!Owner occupied:!!3 vehicles available","Margin of Error!!Total:!!Owner occupied:!!3 vehicles available","Estimate!!Total:!!Owner occupied:!!4 vehicles available","Margin of Error!!Total:!!Owner occupied:!!4 vehicles available","Estimate!!Total:!!Owner occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available","Estimate!!Total:!!Renter occupied:","Margin of Error!!Total:!!Renter occupied:","Estimate!!Total:!!Renter occupied:!!No vehicle available","Margin of Error!!Total:!!Renter occupied:!!No vehicle available","Estimate!!Total:!!Renter occupied:!!1 vehicle available","Margin of Error!!Total:!!Renter occupied:!!1 vehicle available","Estimate!!Total:!!Renter occupied:!!2 vehicles available","Margin of Error!!Total:!!Renter occupied:!!2 vehicles available","Estimate!!Total:!!Renter occupied:!!3 vehicles available","Margin of Error!!Total:!!Renter occupied:!!3 vehicles available","Estimate!!Total:!!Renter occupied:!!4 vehicles available","Margin of Error!!Total:!!Renter occupied:!!4 vehicles available","Estimate!!Total:!!Renter occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available",
"1400000US37101041109","Census Tract 411.09; Johnston County; North Carolina","1142","112","953","141","0","14","200","97","407","124","258","128","88","84","0","14","189","103","55","68","121","77","13","21","0","14","0","14","0","14",
"1400000US37101041110","Census Tract 411.10; Johnston County; North Carolina","1345","116","1211","135","0","14","244","107","487","134","357","125","100","83","23","36","134","97","0","14","62","76","58","59","14","23","0","14","0","14",
"1400000US37101041111","Census Tract 411.11; Johnston County; North Carolina","1473","192","984","192","14","30","149","110","376","150","394","146","20","26","31","39","489","149","152","108","227","124","58","72","52","80","0","14","0","14",
"1400000US37101041112","Census Tract 411.12; Johnston County; North Carolina","1905","267","1599","267","116","172","351","154","756","235","301","208","54","53","21","36","306","175","16","27","72","86","77","65","141","121","0","19","0","19",
"1400000US37101041113","Census Tract 411.13; Johnston County; North Carolina","908","290","901","291","18","30","125","71","359","146","86","53","43","40","270","284","7","14","0","14","7","14","0","14","0","14","0","14","0","14",
"1400000US37101041203","Census Tract 412.03; Johnston County; North Carolina","656","97","467","83","28","43","66","47","182","77","120","47","42","36","29","19","189","88","16","20","0","14","102","65","42","53","0","14","29","38",
"1400000US37101041204","Census Tract 412.04; Johnston County; North Carolina","641","151","488","155","0","14","84","46","134","56","234","153","19","31","17","19","153","70","6","13","79","60","21","34","26","39","0","14","21","31",
"1400000US37101041205","Census Tract 412.05; Johnston County; North Carolina","1240","194","636","152","22","20","138","64","139","70","162","92","137","85","38","46","604","181","46","53","149","75","182","106","202","171","14","19","11","17",
"1400000US37101041206","Census Tract 412.06; Johnston County; North Carolina","1314","281","1003","280","5","9","248","161","334","95","181","109","116","67","119","187","311","135","0","14","193","119","39","51","67","49","0","14","12","21",
"1400000US37101041301","Census Tract 413.01; Johnston County; North Carolina","685","152","599","165","82","95","25","23","187","92","133","66","41","27","131","115","86","64","0","14","28","40","25","29","33","51","0","14","0","14",
"1400000US37101041302","Census Tract 413.02; Johnston County; North Carolina","1500","204","1151","176","13","19","281","146","408","122","342","152","56","46","51","42","349","177","9","14","218","167","38","32","74","65","10","16","0","14",
"1400000US37101041401","Census Tract 414.01; Johnston County; North Carolina","1217","284","781","232","0","14","193","120","328","155","152","150","78","69","30","49","436","238","25","27","134","73","256","221","0","14","0","14","21","34",
"1400000US37101041402","Census Tract 414.02; Johnston County; North Carolina","1913","305","1333","323","0","19","346","193","479","165","290","190","153","145","65","86","580","143","94","95","185","118","164","111","135","80","2","4","0","19",
"1400000US37101041504","Census Tract 415.04; Johnston County; North Carolina","1643","239","1507","262","0","14","249","182","789","267","309","139","48","45","112","85","136","102","41","48","15","24","80","95","0","14","0","14","0","14",
"1400000US37101041505","Census Tract 415.05; Johnston County; North Carolina","1796","184","1424","178","0","14","271","110","563","164","334","132","66","45","190","127","372","165","65","95","148","102","130","132","14","24","15","23","0","14",
"1400000US37101041506","Census Tract 415.06; Johnston County; North Carolina","649","107","552","91","0","14","110","65","188","76","129","66","95","54","30","35","97","77","0","14","53","67","23","26","0","14","0","14","21","33",
"1400000US37101041507","Census Tract 415.07; Johnston County; North Carolina","1625","295","1468","307","24","29","221","145","593","114","248","91","71","44","311","296","157","97","0","19","70","59","38","46","0","19","49","51","0","19",
"1400000US37101041508","Census Tract 415.08; Johnston County; North Carolina","1058","254","915","244","0","14","131","65","254","104","465","248","43","35","22","29","143","88","0","14","73","60","27","33","43","59","0","14","0","14",
"1400000US37101041509","Census Tract 415.09; Johnston County; North Carolina","1351","146","1084","147","27","34","126","74","464","125","222","111","214","137","31","37","267","116","0","14","189","113","21","33","51","43","6","10","0","14",
"1400000US37101041510","Census Tract 415.10; Johnston County; North Carolina","744","236","682","243","5","8","271","239","164","58","126","80","48","29","68","54","62","43","0","14","4","7","58","44","0","14","0","14","0","14",
"1400000US37101041511","Census Tract 415.11; Johnston County; North Carolina","918","101","816","117","39","48","124","56","418","136","166","95","49","62","20","28","102","66","19","26","62","55","21","25","0","14","0","14","0","14",
"1400000US37103920100","Census Tract 9201; Jones County; North Carolina","1457","149","1030","145","40","32","233","81","331","96","196","60","203","74","27","26","427","111","93","62","221","76","93","55","13","16","7","13","0","14",
"1400000US37103920200","Census Tract 9202; Jones County; North Carolina","1027","104","777","113","38","35","160","73","294","90","155","54","90","62","40","50","250","65","35","30","124","49","41","39","31","25","19","28","0","14",
"1400000US37103920300","Census Tract 9203; Jones County; North Carolina","1431","121","1154","122","54","47","239","90","404","111","301","102","117","52","39","38","277","94","42","40","141","74","43","40","38","37","13","18","0","14",
"1400000US37105030101","Census Tract 301.01; Lee County; North Carolina","1912","152","611","130","0","14","208","103","185","86","204","100","14","23","0","14","1301","161","188","113","550","168","399","154","100","84","64","56","0","14",
"1400000US37105030102","Census Tract 301.02; Lee County; North Carolina","2325","229","1913","200","25","30","204","121","886","205","415","192","230","135","153","147","412","187","0","19","230","125","127","123","55","46","0","19","0","19",
"1400000US37105030200","Census Tract 302; Lee County; North Carolina","1202","204","416","150","14","27","154","88","137","88","56","64","55","65","0","14","786","187","203","103","202","88","185","101","136","103","60","84","0","14",
"1400000US37105030300","Census Tract 303; Lee County; North Carolina","873","200","327","111","17","25","62","50","168","107","48","42","32","39","0","14","546","170","174","95","146","68","187","145","39","49","0","14","0","14",
"1400000US37105030401","Census Tract 304.01; Lee County; North Carolina","1442","221","870","203","0","14","163","102","352","127","284","165","0","14","71","68","572","205","55","50","124","78","198","157","195","137","0","14","0","14",
"1400000US37105030402","Census Tract 304.02; Lee County; North Carolina","2808","399","1628","364","0","19","553","241","285","146","515","261","219","139","56","77","1180","267","69","79","696","224","349","195","34","51","32","41","0","19",
"1400000US37105030502","Census Tract 305.02; Lee County; North Carolina","958","175","735","176","5","7","104","44","237","88","135","50","109","70","145","163","223","92","26","29","64","71","88","39","45","42","0","14","0","14",
"1400000US37105030504","Census Tract 305.04; Lee County; North Carolina","1739","338","1444","339","95","122","82","73","735","314","343","133","84","71","105","111","295","188","0","14","233","175","62","64","0","14","0","14","0","14",
"1400000US37105030505","Census Tract 305.05; Lee County; North Carolina","1157","126","867","152","33","33","214","99","204","80","247","91","132","81","37","32","290","128","0","14","139","95","105","85","36","46","10","18","0","14",
"1400000US37105030506","Census Tract 305.06; Lee County; North Carolina","663","155","343","81","0","14","37","46","135","63","171","61","0","14","0","14","320","147","0","14","69","56","220","133","13","20","18","26","0","14",
"1400000US37105030507","Census Tract 305.07; Lee County; North Carolina","1665","172","1504","184","24","36","388","109","713","158","272","119","86","59","21","27","161","85","0","14","93","67","29","38","28","31","0","14","11","19",
"1400000US37105030601","Census Tract 306.01; Lee County; North Carolina","1389","171","1311","172","0","14","246","100","488","124","381","150","153","72","43","36","78","51","0","14","38","34","20","22","15","25","5","11","0","14",
"1400000US37105030602","Census Tract 306.02; Lee County; North Carolina","2419","294","1523","223","33","35","128","91","494","166","585","188","178","118","105","79","896","249","0","19","425","239","191","122","212","159","53","74","15","31",
"1400000US37105030702","Census Tract 307.02; Lee County; North Carolina","2056","244","1386","189","3","5","317","112","569","150","302","97","104","45","91","68","670","228","13","19","387","173","62","38","208","151","0","19","0","19",
"1400000US37105030703","Census Tract 307.03; Lee County; North Carolina","771","161","719","163","0","14","216","119","262","101","122","58","77","62","42","40","52","60","0","14","25","37","27","47","0","14","0","14","0","14",
"1400000US37105030704","Census Tract 307.04; Lee County; North Carolina","1280","259","666","130","20","34","100","88","214","78","213","86","119","49","0","14","614","239","52","60","420","202","112","77","30","37","0","14","0","14",
"1400000US37107010100","Census Tract 101; Lenoir County; North Carolina","1884","276","1294","264","17","26","291","135","389","145","372","167","87","66","138","144","590","228","22","29","340","177","86","62","129","111","0","14","13","20",
"1400000US37107010200","Census Tract 102; Lenoir County; North Carolina","1041","186","594","153","116","84","284","154","114","55","53","36","27","30","0","14","447","153","27","34","251","104","169","106","0","14","0","14","0","14",
"1400000US37107010300","Census Tract 103; Lenoir County; North Carolina","572","100","101","43","18","18","48","32","31","27","0","14","4","6","0","14","471","108","238","87","152","77","59","55","8","13","0","14","14","24",
"1400000US37107010400","Census Tract 104; Lenoir County; North Carolina","436","202","154","132","42","42","112","129","0","14","0","14","0","14","0","14","282","158","73","51","207","155","0","14","2","5","0","14","0","14",
"1400000US37107010500","Census Tract 105; Lenoir County; North Carolina","1354","227","365","156","45","39","168","123","113","77","39","31","0","14","0","14","989","176","189","94","533","144","213","95","36","44","18","31","0","14",
"1400000US37107010600","Census Tract 106; Lenoir County; North Carolina","1141","150","806","129","71","58","323","120","245","112","86","62","71","53","10","17","335","112","40","44","134","88","112","66","40","43","9","15","0","14",
"1400000US37107010700","Census Tract 107; Lenoir County; North Carolina","1155","245","280","100","15","19","174","100","53","46","32","32","6","11","0","14","875","245","338","120","414","236","87","76","36","45","0","14","0","14",
"1400000US37107010800","Census Tract 108; Lenoir County; North Carolina","2082","275","1018","218","0","14","370","183","497","156","124","88","15","27","12","28","1064","242","156","137","727","267","158","124","0","14","23","36","0","14",
"1400000US37107010900","Census Tract 109; Lenoir County; North Carolina","1197","146","799","138","27","43","243","99","300","105","160","105","41","34","28","37","398","132","36","36","139","92","81","68","142","94","0","14","0","14",
"1400000US37107011001","Census Tract 110.01; Lenoir County; North Carolina","1900","202","1024","187","20","24","174","88","455","137","220","88","106","52","49","63","876","188","138","102","499","170","174","89","39","38","26","33","0","14",
"1400000US37107011002","Census Tract 110.02; Lenoir County; North Carolina","1708","213","1039","173","13","21","168","107","559","126","204","83","81","50","14","24","669","206","23","39","350","192","220","111","65","67","11","19","0","14",
"1400000US37107011100","Census Tract 111; Lenoir County; North Carolina","2148","292","1439","254","0","19","219","115","585","212","353","163","150","102","132","111","709","242","40","55","406","214","245","178","18","29","0","19","0","19",
